image_path,label,image_name,try_num,valence,arousal,reasoning
../database/final_database/001/003.jpg,1,003.jpg,10,0.1,-0.05,口角がわずかに上がっており軽い快の印象ですが、目元や表情全体の動きが少なく落ち着いた状態に見えます。強い興奮や緊張は感じられません。
../database/final_database/001/004.jpg,1,004.jpg,1,0.2,-0.25,口角がわずかに上がり表情は穏やかで、軽い快の印象です。一方で目元や表情の動きが少なく落ち着いているため覚醒度は低めです。
../database/final_database/001/004.jpg,1,004.jpg,2,0.28,-0.32,口角がわずかに上がり、目元も比較的落ち着いているため軽い快（ポジティブ）に見えます。一方で表情の動きは小さく、興奮や緊張が強くないため覚醒度は低めと判断しました。
../database/final_database/001/004.jpg,1,004.jpg,3,0.22,-0.12,口角がわずかに上がった穏やかな表情で、不快感は少なく軽い快の印象です。目元や表情筋の緊張が強くなく、全体に落ち着いていて覚醒度は低めに見えます。
../database/final_database/001/004.jpg,1,004.jpg,4,0.32,-0.18,口元がわずかに上がり、表情は穏やかで軽い快の印象です。一方で目元や表情筋の緊張が少なく、全体として落ち着いていて覚醒度は低めです。
../database/final_database/001/004.jpg,1,004.jpg,5,0.28,-0.18,口角がわずかに上がっており全体として穏やかな表情で、軽い快の印象です。目元や眉の緊張が少なく動きも小さいため、覚醒度はやや低めと判断しました。
../database/final_database/001/004.jpg,1,004.jpg,6,0.32,-0.18,口角がわずかに上がっており全体として穏やかで軽い快の表情に見えます。一方で目元や眉の動きが小さく、興奮度は低めで落ち着いた状態です。
../database/final_database/001/004.jpg,1,004.jpg,7,0.22,-0.18,口角がわずかに上がり全体に落ち着いた表情で、軽い快のサインが見られます。一方で目や眉の緊張が少なく、興奮度は低めに見えます。
../database/final_database/001/004.jpg,1,004.jpg,8,0.18,-0.22,口角がわずかに上がっており穏やかな微笑に見えるため、快方向だが強くはありません。目元や表情筋の緊張が少なく落ち着いた印象なので覚醒度は低めです。
../database/final_database/001/004.jpg,1,004.jpg,9,0.32,-0.18,口角がわずかに上がり、全体として穏やかでやや快の表情に見えます。目や眉の緊張が少なく動きも小さいため、覚醒度は低めと判断しました。
../database/final_database/001/004.jpg,1,004.jpg,10,0.12,-0.18,口元がわずかに上がり、眉や目元の緊張も少ないため、軽い快の感情に見えます。一方で表情変化が小さく、覚醒度は低めに感じられます。
../database/final_database/001/005.jpg,1,005.jpg,1,0.12,-0.18,口元がわずかに上がり全体として中立〜軽い快の表情ですが、目元や眉の動きが小さく強い感情は見られません。表情の強度が低いため覚醒度はやや低めと判断しました。
../database/final_database/001/005.jpg,1,005.jpg,2,0.12,-0.08,口角がわずかに上がっており強い不快感は見られない一方、目元や表情全体の動きが少なく感情の強度は低めです。落ち着いた中立〜軽い快の状態と判断しました。
../database/final_database/001/005.jpg,1,005.jpg,3,0.12,-0.08,口角がわずかに上がり全体として中立～軽い快の表情に見えますが、目元の緊張が少なく落ち着いた状態で覚醒度は低めと判断しました。
../database/final_database/001/005.jpg,1,005.jpg,4,0.12,-0.18,口元がわずかに上がり、全体として中立〜軽い快の表情に見えます。一方で目や眉の動きが小さく、強い緊張や興奮は感じられないため覚醒度は低めです。
../database/final_database/001/005.jpg,1,005.jpg,5,0.08,-0.22,口元がわずかに上がった中立〜軽い快の表情ですが、目元の緊張や強い表出は少なく落ち着いた印象です。そのため快寄りの低覚醒と判断しました。
../database/final_database/001/005.jpg,1,005.jpg,6,0.05,-0.15,口元がわずかに上がっており大きな不快感は見られない一方、目元や眉の動きが少なく表情の強度は低めです。そのため快は弱く、覚醒度もやや低いと判断しました。
../database/final_database/001/005.jpg,1,005.jpg,7,0.15,-0.2,口角がわずかに上がり、全体として穏やかで中立～軽い快の表情に見えます。目の見開きや眉の緊張が強くないため覚醒度は低めと判断しました。
../database/final_database/001/005.jpg,1,005.jpg,8,0.12,-0.18,口元がわずかに上がっており強い不快感は見られないため、valenceはやや快寄りです。目や眉の緊張が少なく表情変化も穏やかなので、arousalはやや低めと判断しました。
../database/final_database/001/005.jpg,1,005.jpg,9,0.1,-0.25,口元がわずかに上がっており軽いポジティブさが感じられますが、表情全体は穏やかで動きが少なく覚醒度は低めに見えます。
../database/final_database/001/005.jpg,1,005.jpg,10,0.1,-0.2,口元がわずかに上がり、表情は全体として中立〜軽い快の印象です。目や眉の緊張が少なく落ち着いて見えるため、覚醒度はやや低めと判断しました。
../database/final_database/001/006.jpg,1,006.jpg,1,0.22,-0.18,口角がわずかに上がっており全体として穏やかな表情で、軽い快の印象です。一方で目元の緊張が少なく、興奮や強い活性は感じにくいため覚醒度は低めです。
../database/final_database/001/006.jpg,1,006.jpg,2,0.22,-0.28,口角がわずかに上がり、表情は穏やかで軽い快の印象があります。一方で目元や筋緊張が強くなく、全体として落ち着いた低覚醒寄りに見えます。
../database/final_database/001/006.jpg,1,006.jpg,3,0.18,-0.22,口角がわずかに上がり、全体として穏やかで軽いポジティブさが見られます。一方で目元や表情筋の動きが小さく、興奮度は低めに見えます。
../database/final_database/001/006.jpg,1,006.jpg,4,0.2,-0.35,口元がわずかに上がり、眉や目元の緊張が少ないため軽い快の印象です。一方で表情の変化が小さく、活発さが低いので覚醒度はやや低めと判断しました。
../database/final_database/001/006.jpg,1,006.jpg,5,0.28,-0.18,口角がわずかに上がっており、全体として穏やかで軽い快の表情に見えます。一方で目元や表情筋の緊張が少なく、覚醒度は低めです。
../database/final_database/001/006.jpg,1,006.jpg,6,0.18,-0.22,口元がわずかに上がっており不快感は少ない一方、目元や眉に強い緊張や驚きが見られず全体に落ち着いた表情です。
../database/final_database/001/006.jpg,1,006.jpg,7,0.18,-0.22,口元がわずかに上がっており中立〜軽い快の印象ですが、目元や表情筋の動きが小さく全体として落ち着いて見えます。そのため快寄りだが低覚醒と判断しました。
../database/final_database/001/006.jpg,1,006.jpg,8,0.15,-0.35,口角がわずかに上がり穏やかな表情で、強い不快感は見られません。一方で目元や表情筋の緊張が少なく、全体として落ち着いていて覚醒度は低めに見えます。
../database/final_database/001/006.jpg,1,006.jpg,9,0.22,-0.18,口角がわずかに上がり表情は穏やかで、軽い肯定的（快）に見えます。一方で目元や筋緊張が強くなく、全体に落ち着いているため覚醒度は低めです。
../database/final_database/001/006.jpg,1,006.jpg,10,0.18,-0.22,口角がわずかに上がっており、全体として穏やかで軽い好意的表情に見えます。目や眉の緊張が少なく、興奮度は低めで落ち着いた状態と判断しました。
../database/final_database/001/007.jpg,1,007.jpg,1,0.1,-0.2,口元がわずかに上がり穏やかな表情で、強い不快感は見られません。一方で目元の動きや表情筋の緊張が弱く、全体として落ち着いた低覚醒寄りに見えます。
../database/final_database/001/007.jpg,1,007.jpg,2,0.25,-0.15,口角がわずかに上がり、全体として穏やかな表情で不快感は少ないためvalenceはやや正寄りです。一方で目の開きや表情筋の緊張が強くなく落ち着いて見えるため、arousalはやや低めと判断しました。
../database/final_database/001/007.jpg,1,007.jpg,3,0.22,-0.08,口角がわずかに上がり、全体として穏やかな表情で軽い快の印象があります。一方で目の開きや表情筋の緊張が弱く、覚醒度は低めに見えます。
../database/final_database/001/007.jpg,1,007.jpg,4,0.22,-0.28,口角がわずかに上がっており不快感は少ないため、ややポジティブ寄りと判断しました。一方で目や表情筋の緊張が強くなく、全体として落ち着いた印象なので覚醒度は低めです。
../database/final_database/001/007.jpg,1,007.jpg,5,0.18,-0.22,口元がわずかに上がり、全体として中立～軽い快の表情に見えます。一方で目元の動きが小さくリラックスしており、覚醒度は低めと判断しました。
../database/final_database/001/007.jpg,1,007.jpg,6,0.26,-0.18,口角がやや上がり、全体として穏やかな表情で軽いポジティブさが見られます。一方で目元や表情の動きは強くなく、覚醒度は低めと判断しました。
../database/final_database/001/007.jpg,1,007.jpg,7,0.18,-0.22,口角がわずかに上がり穏やかな表情で、全体としてやや快の印象です。一方で目元の動きが少なく表情の強度も低いため、覚醒度は低めと判断しました。
../database/final_database/001/007.jpg,1,007.jpg,8,0.18,-0.12,口角がわずかに上がり穏やかな微笑みに見えるため、快寄りのvalenceです。一方で目や表情筋の緊張が強くなく落ち着いた印象のため、arousalはやや低めです。
../database/final_database/001/007.jpg,1,007.jpg,9,0.35,-0.15,口角がわずかに上がっており全体として穏やかな表情なので快寄りです。一方で目の開きや顔の緊張が強くなく、落ち着いた状態に見えるため覚醒度は低めです。
../database/final_database/001/007.jpg,1,007.jpg,10,0.28,-0.12,口角がわずかに上がり目元も緩んでいるため、軽い快の表情に見えます。一方で動きは小さく落ち着いた印象なので覚醒度は低めです。
../database/final_database/001/008.jpg,1,008.jpg,1,0.22,-0.28,口角がわずかに上がっており不快ではないためvalenceはやや正寄りです。一方で目元や表情筋の動きが小さく、落ち着いた（低覚醒）印象なのでarousalはやや負寄りです。
../database/final_database/001/008.jpg,1,008.jpg,2,0.12,-0.28,口角がわずかに上がっており軽い快の表情ですが、目元や表情筋の動きが小さく全体として落ち着いて見えるため覚醒度は低めと判断しました。
../database/final_database/001/008.jpg,1,008.jpg,3,0.25,-0.15,口角がわずかに上がっており全体として穏やかな表情で、軽い快の感情が示唆されます。目元の緊張や大きな動きが少なく落ち着いて見えるため、覚醒度はやや低めと判断しました。
../database/final_database/001/008.jpg,1,008.jpg,4,0.12,-0.18,口元がわずかに上がっており、全体として穏やかで軽い好意的表情に見えます。一方で目元や表情筋の動きは小さく、興奮度は低めに感じられます。
../database/final_database/001/008.jpg,1,008.jpg,5,0.25,-0.2,口角がわずかに上がっており軽い微笑みに見えるため快寄りです。一方で目元や表情筋の動きが小さく、興奮度は低めに感じられます。
../database/final_database/001/008.jpg,1,008.jpg,6,0.12,-0.28,口角がわずかに上がり全体として中立〜軽い快の表情ですが、目元や表情筋の動きが小さく落ち着いて見えます。そのため快寄りの低覚醒と判断しました。
../database/final_database/001/008.jpg,1,008.jpg,7,0.18,-0.22,口元がわずかに上がっており軽い好意・落ち着きが感じられます。一方で目の開きや表情筋の動きは小さく、全体として覚醒度は低めです。
../database/final_database/001/008.jpg,1,008.jpg,8,0.12,-0.28,口元がわずかに上がっており、全体として穏やかで軽い好意的表情に見えます。目の開きや表情筋の緊張が弱く、覚醒度は低めと判断しました。
../database/final_database/001/008.jpg,1,008.jpg,9,0.25,-0.15,口角がわずかに上がっており穏やかな快の表情に見えます。一方で目元の動きが小さく、全体として落ち着いた低覚醒寄りです。
../database/final_database/001/008.jpg,1,008.jpg,10,0.25,-0.15,口角がわずかに上がっており、全体として穏やかで軽い好意的感情が見られます。一方で目元や表情筋の緊張は強くなく、落ち着いた低覚醒寄りに見えます。
../database/final_database/001/009.jpg,1,009.jpg,1,0.12,-0.18,口角がわずかに上がっており不快感は少ない一方、目元や表情筋の緊張が弱く落ち着いた印象です。強い驚きや興奮は見られません。
../database/final_database/001/009.jpg,1,009.jpg,2,0.12,-0.18,口角がわずかに上がっており全体として中立〜軽い快の印象です。一方で目の開きや表情筋の緊張は強くなく、覚醒度は低めに見えます。
../database/final_database/001/009.jpg,1,009.jpg,3,0.18,-0.22,口角がわずかに上がり、表情は穏やかで軽い快の印象です。一方で目元や全体の緊張が少なく、興奮度は低めに見えます。
../database/final_database/001/009.jpg,1,009.jpg,4,0.2,-0.25,口角がわずかに上がり、表情は穏やかで軽い快の印象があります。一方で目の開きや表情筋の緊張が弱く、落ち着いた低覚醒に見えます。
../database/final_database/001/009.jpg,1,009.jpg,5,0.12,-0.18,口角がわずかに上がり中立〜軽い快の表情に見えますが、目元の緊張は少なく落ち着いた印象です。驚きや強い興奮の兆候がないため覚醒度は低めと判断しました。
../database/final_database/001/009.jpg,1,009.jpg,6,0.18,-0.22,口角がわずかに上がり全体として中立〜軽い快の表情に見えます。一方で目の開きや表情筋の緊張が強くなく、興奮度は低めです。
../database/final_database/001/009.jpg,1,009.jpg,7,0.1,-0.2,口角がわずかに上がっており、全体として中立〜軽い快の表情に見えます。目や眉の緊張が少なく動きも小さいため、覚醒度はやや低めと判断しました。
../database/final_database/001/009.jpg,1,009.jpg,8,0.12,-0.28,口角がわずかに上がり、表情は中立〜軽い微笑に見えるため快寄りのvalenceです。一方で目や眉の緊張が少なく落ち着いた印象なのでarousalは低めです。
../database/final_database/001/009.jpg,1,009.jpg,9,0.2,-0.15,口角がわずかに上がり、全体として穏やかで軽い快の表情に見えます。一方で目や眉の動きが小さく、興奮度は低め（落ち着いた状態）と判断しました。
../database/final_database/001/009.jpg,1,009.jpg,10,0.15,-0.25,口角がわずかに上がっており不快さは少ないため、valenceはやや正にしました。一方で目元や表情筋の緊張が弱く、落ち着いた印象なのでarousalはやや低めにしました。
../database/final_database/001/010.jpg,1,010.jpg,1,0.35,-0.2,口角がわずかに上がっており全体として穏やかな表情なので快寄りです。一方で目元や表情筋の緊張が強くなく、落ち着いた状態に見えるため覚醒度は低めです。
../database/final_database/001/010.jpg,1,010.jpg,2,0.28,-0.12,口角がわずかに上がり穏やかな微笑が見られるため、快方向のvalenceと判断しました。目や表情筋の緊張が強くなく落ち着いた印象なので、arousalはやや低めです。
../database/final_database/001/010.jpg,1,010.jpg,3,0.28,-0.12,口角がわずかに上がっており全体として穏やかな表情で、軽い快の印象です。一方で目の開きや表情筋の動きが小さく、興奮度は低めに見えます。
../database/final_database/001/010.jpg,1,010.jpg,4,0.18,-0.22,口角がわずかに上がり、全体として穏やかな表情で軽い快が見られます。一方で目元や表情筋の緊張が少なく、覚醒度は低めに見えます。
../database/final_database/001/010.jpg,1,010.jpg,5,0.22,-0.12,口角がわずかに上がり、全体として穏やかで軽い好意的表情に見えます。一方で目や眉の動きが小さく、興奮度は低めです。
../database/final_database/001/010.jpg,1,010.jpg,6,0.18,-0.22,口角がわずかに上がっており不快ではないものの、笑顔は控えめで表情の動きも少ないため快の度合いは弱めです。目元の緊張や驚きが少なく落ち着いた印象なので覚醒度は低めと判断しました。
../database/final_database/001/010.jpg,1,010.jpg,7,0.24,-0.12,口角がわずかに上がり、全体として穏やかな表情で軽い快の印象です。一方で目の開きや表情筋の動きは強くなく、覚醒度はやや低めに見えます。
../database/final_database/001/010.jpg,1,010.jpg,8,0.18,-0.22,口角がわずかに上がっており軽い快の表情ですが、目元の緊張が少なく全体として落ち着いた印象です。そのためvalenceはやや正、arousalはやや低めと判断しました。
../database/final_database/001/010.jpg,1,010.jpg,9,0.22,-0.18,口角がわずかに上がり、全体として穏やかで軽い好意・満足が見られます。一方で表情筋の動きは小さく、興奮度は低めに感じられます。
../database/final_database/001/010.jpg,1,010.jpg,10,0.31,-0.22,口角がわずかに上がっており、全体として穏やかな微笑みで快寄りに見えます。一方で目の開きが小さく表情の動きも控えめなため、覚醒度はやや低めと判断しました。
../database/final_database/002/002.jpg,2,002.jpg,1,0.32,-0.18,口元がわずかに上がった穏やかな表情で、強い不快感は見られません。一方で目や眉の動きが小さく、興奮や緊張は低めに感じられます。
../database/final_database/002/002.jpg,2,002.jpg,2,0.32,-0.18,口角がわずかに上がっており、強い不快サインは見られないため軽い快の方向と判断しました。目や表情筋の緊張が弱く、興奮度は低め（落ち着いた状態）に見えます。
../database/final_database/002/002.jpg,2,002.jpg,3,0.32,-0.18,口角がわずかに上がった穏やかな表情で、不快さはあまり見られません。一方で目の開きや表情筋の緊張が強くなく、落ち着いた低めの覚醒度と判断しました。
../database/final_database/002/002.jpg,2,002.jpg,4,0.25,-0.15,口角がわずかに上がっており穏やかな微笑が見られるため、快方向のvalenceは小さめにプラスです。目元の緊張や動きが少なく落ち着いた表情なので、arousalはやや低めと判断しました。
../database/final_database/002/002.jpg,2,002.jpg,5,0.18,-0.22,口角がわずかに上がっており穏やかな表情なので、快寄りのvalenceと判断しました。一方で目元の動きが少なく全体に落ち着いて見えるため、arousalは低めです。
../database/final_database/002/002.jpg,2,002.jpg,6,0.35,-0.15,口角がわずかに上がっており不快感は少ないため、やや快寄りのvalenceと判断しました。一方で目元や表情筋の緊張が弱く、全体に落ち着いた印象なのでarousalは低めです。
../database/final_database/002/002.jpg,2,002.jpg,7,0.25,-0.2,口元がわずかに上がった穏やかな表情で、強い不快感は見られません。一方で目や口の動きが小さく、興奮や緊張は低めに見えます。
../database/final_database/002/002.jpg,2,002.jpg,8,0.28,-0.22,口角がわずかに上がっており穏やかな微笑みに見えるため、快寄りのvalenceと判断しました。目元や表情筋の動きが控えめで落ち着いた印象なので、arousalはやや低めとしました。
../database/final_database/002/002.jpg,2,002.jpg,9,0.35,-0.2,口角がわずかに上がっており穏やかな微笑が見られるため、快寄りのvalenceと判断しました。目や表情筋の動きが大きくなく落ち着いた印象なので、arousalはやや低めです。
../database/final_database/002/002.jpg,2,002.jpg,10,0.25,-0.15,口角がわずかに上がっており穏やかな微笑みに見えるため、快の方向に寄せました。目元や表情筋の緊張が強くなく落ち着いた印象なので、覚醒度はやや低めにしました。
../database/final_database/002/003.jpg,2,003.jpg,1,0.22,-0.18,口角がわずかに上がっており全体として穏やかな表情なので軽い快（ポジティブ）寄りです。一方で目の開きや表情筋の緊張が強くなく、落ち着いた低覚醒と判断しました。
../database/final_database/002/003.jpg,2,003.jpg,2,0.32,-0.18,口角がわずかに上がっており全体として穏やかな微笑みが見られるため快寄りです。一方で目元の緊張や大きな表情変化が少なく落ち着いた状態に見えるため覚醒度は低めです。
../database/final_database/002/003.jpg,2,003.jpg,3,0.3,-0.25,口角がわずかに上がり、目元も緊張が少ないため軽い快の表情に見えます。一方で表情の動きが小さく落ち着いているので覚醒度はやや低めと判断しました。
../database/final_database/002/003.jpg,2,003.jpg,4,0.32,-0.12,口角がわずかに上がっており、全体として穏やかで軽い肯定的感情が見られます。一方で目元や表情の動きが少なく落ち着いているため、覚醒度は低めと判断しました。
../database/final_database/002/003.jpg,2,003.jpg,5,0.35,-0.15,口角がわずかに上がり、全体として穏やかな表情で快寄りに見えます。一方で目元や表情筋の緊張が強くなく、覚醒度はやや低めと判断しました。
../database/final_database/002/003.jpg,2,003.jpg,6,0.35,-0.15,口角がわずかに上がっており、落ち着いた穏やかな表情に見えるため快寄りのvalenceです。一方で目の開きや表情筋の緊張が強くなく、興奮度は低めと判断しました。
../database/final_database/002/003.jpg,2,003.jpg,7,0.32,-0.18,口角がわずかに上がった穏やかな表情で、全体として軽い快の印象です。一方で目の開きや表情筋の動きが小さく、落ち着いた低覚醒に見えます。
../database/final_database/002/003.jpg,2,003.jpg,8,0.38,-0.18,口角がわずかに上がり、全体的に穏やかな表情で軽い快の印象があります。一方で目の開きや表情筋の緊張は強くなく、覚醒度はやや低めに見えます。
../database/final_database/002/003.jpg,2,003.jpg,9,0.36,-0.18,口角がわずかに上がり全体に穏やかな表情で、軽い快の感情が示唆されます。一方で目元の緊張や驚きは強くなく、覚醒度は低めと判断しました。
../database/final_database/002/003.jpg,2,003.jpg,10,0.22,-0.18,口角がわずかに上がり、全体として落ち着いた穏やかな表情に見えるため快寄りです。一方で目の開きや表情筋の緊張が強くなく、覚醒度は低めと判断しました。
../database/final_database/002/004.jpg,2,004.jpg,1,0.12,-0.18,表情は口元がわずかに上がり、全体として中立〜軽い好意の印象です。一方で目元や眉の動きが小さく、興奮や緊張はあまり感じられません。
../database/final_database/002/004.jpg,2,004.jpg,2,0.1,-0.2,口角がわずかに上がっており大きな不快サインは見られないため、valenceはやや快寄りです。一方で目の開きや表情筋の緊張が弱く、全体に落ち着いた印象なのでarousalは低めです。
../database/final_database/002/004.jpg,2,004.jpg,3,0.1,-0.2,口角がわずかに上がった中立〜軽い微笑で、不快感は少ない一方、目元や表情筋の動きが小さく落ち着いた印象です。全体として感情強度は低めに見えます。
../database/final_database/002/004.jpg,2,004.jpg,4,0.15,-0.25,口角がわずかに上がり、表情全体は穏やかで軽い快の印象です。一方で目の開きや顔の筋緊張が強くなく、覚醒度は低めに見えます。
../database/final_database/002/004.jpg,2,004.jpg,5,0.15,-0.2,口元がわずかに上がり全体として中立〜軽い快の表情ですが、目元や眉の動きが小さく感情の強さは低めに見えます。
../database/final_database/002/004.jpg,2,004.jpg,6,0.12,-0.18,口角がわずかに上がっており軽い快の印象ですが、目元の動きが少なく全体として穏やかで覚醒度は低めに見えます。
../database/final_database/002/004.jpg,2,004.jpg,7,0.1,-0.2,口元がわずかに上がった中立〜軽い好意の表情で、不快のサインは強くありません。目や眉の緊張が少なく全体に落ち着いているため覚醒度は低めです。
../database/final_database/002/004.jpg,2,004.jpg,8,0.1,-0.3,口元がわずかに上がり目元も落ち着いており、弱い快の表情に見えます。驚きや緊張のサインは少なく全体に静的なので覚醒度は低めです。
../database/final_database/002/004.jpg,2,004.jpg,9,0.18,-0.22,口角がわずかに上がっており不快感は低い一方、目元や表情の動きが少なく落ち着いた印象です。強い興奮や緊張は見られません。
../database/final_database/002/004.jpg,2,004.jpg,10,0.18,-0.12,口角がわずかに上がり、全体として中立〜軽い快の表情に見えます。目や眉の緊張が少なく、興奮度は低めで落ち着いた状態に見えます。
../database/final_database/002/005.jpg,2,005.jpg,1,0.28,-0.22,口元がわずかに上がっており、軽い微笑みに見えるため快寄りです。一方で目元や表情筋の緊張が少なく落ち着いた印象なので覚醒度は低めです。
../database/final_database/002/005.jpg,2,005.jpg,2,0.22,-0.18,口角がわずかに上がった穏やかな表情で、全体として軽い快の印象です。目や眉の緊張が少なく動きも小さいため、覚醒度はやや低めと判断しました。
../database/final_database/002/005.jpg,2,005.jpg,3,0.18,-0.22,口元がわずかに上がっており軽いポジティブさが見られる一方、目元や表情全体の動きは小さく落ち着いています。強い緊張や興奮の兆候が少ないため低覚醒寄りと判断しました。
../database/final_database/002/005.jpg,2,005.jpg,4,0.35,-0.15,口元がわずかに上がっており穏やかな微笑みに見えるため、快寄りのvalenceと判断しました。目や眉の動きが小さく表情の強度が低いので、arousalはやや低めとしました。
