ID,emotion,try_num,valence,arousal,reasoning
02,愛想笑い,4,-0.05,0.1,「愛想笑い」は表面的には笑顔で中立〜やや快寄りに見える一方、内心は気まずさや義務感など不快感を伴いやすく、総合するとvalenceはわずかに負寄りと判断しました。状況に応じて緊張や対人配慮が働くため、覚醒度は低くはないが高すぎない中程度としてやや正に置きました。
02,愛想笑い,5,0.05,0.15,「愛想笑い」は社交的な配慮で微笑むため快-不快は中立に近い一方、内心の気まずさや緊張が混じりやすいのでわずかに不快寄りにもなり得ます。状況適応のための軽い緊張があるため覚醒度は低〜中程度と判断しました。
02,愛想笑い,6,0.05,0.1,「愛想笑い」は相手に合わせて場を保つための笑いで、快感情というより中立〜わずかに快寄りになりやすい一方、内心の気まずさや緊張を伴うことが多いです。そのため覚醒度は低〜中程度でわずかに高めと判断しました。
02,愛想笑い,7,-0.1,0.25,「愛想笑い」は表面的には笑顔で快の要素がある一方、内心は気まずさや義務感が伴い不快寄りになりやすい。状況調整のための緊張や対人配慮で覚醒度は中程度に上がるため。
02,愛想笑い,8,0.05,0.15,「愛想笑い」は表面的には友好的でわずかに快の要素がある一方、内心は気まずさや義務感が混ざりやすく快不快は中立寄りです。対人場面での緊張はあるが強い興奮ではないため、覚醒度はやや高めに留まります。
02,愛想笑い,9,-0.107,0.22,「愛想笑い」は表面上は笑顔で社会的摩擦を避けるための行動ですが、内心は本心からの快ではなく気まずさや義務感が混じりやすいのでvalenceはわずかに不快寄りと判断します。一方で対人場面での緊張や気遣いが伴うため、覚醒度は低すぎず中程度に正の値になります。
02,愛想笑い,10,-0.05,0.2,「愛想笑い」は表面上は笑顔でも内心は義務感・気まずさ・社交的配慮が混じり、快は弱く中立〜やや不快寄りになりやすいです。場を取り繕うための緊張や気遣いがある分、覚醒度は低〜中程度に上がります。
03,少し納得いかない時の愛想笑い,1,-0.25,0.1,「少し納得いかない」は軽い不快感や不満を含むためvalenceはややマイナスになります。一方「愛想笑い」は表面上は落ち着いて対立を避ける振る舞いで、強い興奮は伴いにくいためarousalは低めに設定します。
03,少し納得いかない時の愛想笑い,2,-0.25,0.2,愛想笑いは表面上は穏やかでも、内心は少し不満・不一致があり快より不快寄りになります。一方で感情は強く爆発しておらず、緊張や気遣いによる軽い覚醒に留まるためarousalはやや低めです。
03,少し納得いかない時の愛想笑い,3,-0.15,0.2,表面的には笑っているものの内心では納得できず軽い不快感があるため、valenceはややマイナスに寄ります。一方で強い怒りや興奮ではなく、気まずさや緊張が少しある程度なのでarousalは低～中程度のプラスにしました。
03,少し納得いかない時の愛想笑い,4,-0.15,0.2,表面的には笑っているものの内心は不満・違和感があり快ではないためvalenceはやや負寄り。感情を抑えつつ場を保つ緊張があるので、覚醒度は低すぎず小さく正寄りと判断しました。
03,少し納得いかない時の愛想笑い,5,-0.25,0.1,「少し納得いかない」は軽い不快・不満を伴うためvalenceはややマイナスです。一方で「愛想笑い」は表面上の緊張緩和で強い興奮ではなく、内心のモヤモヤが続く程度なのでarousalは低めのわずかにプラスと判断しました。
03,少し納得いかない時の愛想笑い,6,-0.15,0.25,納得いかない不満や違和感が基調にあり快ではない一方、表面上は愛想笑いで中和されるため不快は弱めです。内心の葛藤と対人場面での緊張があるので覚醒はやや高めになります。
03,少し納得いかない時の愛想笑い,7,-0.15,0.2,「少し納得いかない」は軽い不快・不満が中心でvalenceはややマイナスになります。一方「愛想笑い」は表面上の社交的表出で強い怒りではなく、緊張や気まずさによる軽い覚醒があるためarousalは低〜中程度のプラスと判断しました。
03,少し納得いかない時の愛想笑い,8,-0.25,0.15,表面上は笑顔でも内心は納得できず軽い不快感があるためvalenceはややマイナス。感情を抑えて場を保つ状態で強い興奮はなく、緊張が少しある程度なのでarousalは小さくプラス寄りです。
03,少し納得いかない時の愛想笑い,9,-0.15,0.25,不満や違和感があるため快ではなく軽い不快寄りだが、愛想笑いで表面上は中和されるのでvalenceは弱い負に留まる。相手に合わせて場を保つ緊張や気遣いがあり、覚醒度はやや高めになる。
03,少し納得いかない時の愛想笑い,10,-0.15,0.25,『少し納得いかない』不満・違和感が含まれ不快寄りだが、『愛想笑い』で表面上は和らげているため強い不快ではない。場を保つための緊張や気遣いがあり、覚醒度はやや高めと判断した。
04,軽い苦笑い,1,-0.15,0.1,軽い苦笑いは、困惑や気まずさなどわずかな不快感を含むためvalenceはややマイナス寄りです。一方で感情の強度は低く、緊張はあるが興奮は強くないためarousalはわずかにプラスにしました。
04,軽い苦笑い,2,0.15,0.1,「軽い苦笑い」は気まずさ・困惑などのわずかな不快感を含みつつも、深刻ではなく受け流すニュアンスがあるため快-不快は中立寄りのやや快としました。感情の強度は低く、落ち着いた反応なので覚醒度も低めです。
04,軽い苦笑い,3,0.1,0.2,「軽い苦笑い」は不快さや困惑・照れを少し含む一方で深刻ではなく、感情価はほぼ中立〜わずかに快寄りになりやすいです。反応は軽度で落ち着いているため覚醒度も低〜中程度にとどまります。
04,軽い苦笑い,4,0.05,0.1,「軽い苦笑い」は気まずさ・困惑などのわずかな不快感を含む一方、深刻ではなくユーモアで緩和された中立寄りの感情です。反応は穏やかで強い興奮を伴いにくいため、覚醒度も低めに設定します。
04,軽い苦笑い,5,-0.1001,0.15,「軽い苦笑い」は不快・困惑・照れなどのわずかなネガティブを含む一方、深刻さは低くユーモアや受容も混ざるためvalenceは軽くマイナスに寄ります。反応は穏やかで緊張も高くないためarousalは低～やや低めに設定します。
04,軽い苦笑い,6,-0.15,0.1,「軽い苦笑い」は不快・困惑・気まずさなどの軽いネガティブさを含む一方、深刻さは低く感情の揺れも小さいためvalenceはやや負、arousalは低〜中程度と判断しました。
04,軽い苦笑い,7,-0.103,0.18,「軽い苦笑い」は気まずさや戸惑いを含むため快よりやや不快寄りだが、「軽い」ため強い否定感は小さい。反応としては軽い緊張・注意の高まりがあるので覚醒度は低～中程度。
04,軽い苦笑い,8,-0.15,0.1,「軽い苦笑い」は不快・気まずさ・呆れなどのネガティブ要素を含む一方、深刻さは低く自嘲や受け流しのニュアンスもあるためvalenceはやや負、arousalも低めと判断します。
04,軽い苦笑い,9,-0.102,0.18,「軽い苦笑い」は不快・困惑・照れなどのネガティブ寄りの感情を含む一方、深刻ではなくユーモアや受容も混ざるためvalenceはわずかにマイナス。反応としては軽い緊張や気まずさで覚醒度は低～中程度にとどまるためarousalは小さめのプラス。
04,軽い苦笑い,10,-0.102,0.18,「軽い苦笑い」は不満や気まずさを含むため快ではなく、ただし深刻ではないので不快度は小さめです。反応としては軽い緊張や照れが伴う程度で、覚醒水準も低〜中程度に留まります。
05,呆れて馬鹿にするような笑い,1,-0.55,0.35,「呆れて馬鹿にする笑い」は相手を見下す嘲笑を含み、快よりも不快・否定的な感情が強い。一方で怒りほど高覚醒ではないが、軽い攻撃性や緊張を伴うため中程度の覚醒とした。
05,呆れて馬鹿にするような笑い,2,-0.55,0.45,対象を見下し嘲笑するニュアンスが強く、不快・否定的な感情が中心のためvalenceは低め。笑い自体は反応性があり軽い興奮を伴うのでarousalは中程度に高いと判断しました。
05,呆れて馬鹿にするような笑い,3,-0.55,0.45,呆れと嘲笑が含まれ、相手を見下す不快寄りの感情なのでvalenceはマイナス寄りになります。一方で笑いと軽い攻撃性が伴い注意・覚醒が上がるため、arousalは中程度にプラスとしました。
05,呆れて馬鹿にするような笑い,4,-0.45,0.4,「呆れて馬鹿にする」は相手を見下す嘲笑で、社会的に不快・否定的な感情を伴うためvalenceは低めです。一方で笑いとしての表出や軽い攻撃性があり、無気力ではないのでarousalは中程度の覚醒と判断しました。
05,呆れて馬鹿にするような笑い,5,-0.55,0.4,「呆れて馬鹿にするような笑い」は相手を見下す嘲笑の要素が強く、不快・否定的な感情を伴うためvalenceはマイナス寄りです。一方で笑いとしての表出や軽い攻撃性があり、無関心よりは覚醒しているのでarousalは中程度のプラスとしました。
05,呆れて馬鹿にするような笑い,6,-0.55,0.4,相手を見下す嘲笑や呆れを含むため快より不快が強く、valenceは負寄りになります。一方で笑いにはある程度の活性化・表出が伴うため、arousalは中程度に正寄りと判断します。
05,呆れて馬鹿にするような笑い,7,-0.55,0.35,呆れや嘲笑は相手を否定・見下すニュアンスが強く、快よりも不快寄りの感情です。一方で笑いとして表出するため無力感ほど低覚醒ではなく、適度に覚醒した状態と判断しました。
05,呆れて馬鹿にするような笑い,8,-0.55,0.35,呆れて馬鹿にする笑いは相手を見下す嘲笑のニュアンスが強く、快より不快寄りの感情価が高い。一方で怒りほどの高覚醒ではないが、軽い攻撃性や皮肉の表出として一定の覚醒を伴う。
05,呆れて馬鹿にするような笑い,9,-0.55,0.35,「呆れて馬鹿にするような笑い」は相手を見下す嘲笑のニュアンスが強く、快よりも不快寄りの感情が中心です。一方で冷笑・呆れは高揚より抑制的だが、軽い攻撃性や緊張を伴うため中程度の覚醒と判断しました。
05,呆れて馬鹿にするような笑い,10,-0.55,0.35,呆れや嘲笑は相手を見下す否定的感情が中心で、不快側（低valence）に寄ります。一方、笑いを伴うため沈静ではなく、軽い興奮・活性があるので中程度の覚醒（やや高arousal）と判断します。
06,ワクワク,1,0.78,0.72,「ワクワク」は期待や楽しみを伴う前向きな感情で快の度合いが高いです。同時に心拍や注意が高まりやすい高覚醒の状態を示します。
06,ワクワク,2,0.78,0.72,「ワクワク」は期待や楽しみを伴う前向きな感情で、快の度合いが高い。加えて胸が高鳴るような高い活動性・覚醒を伴うためarousalも高めに設定した。
06,ワクワク,3,0.78,0.72,「ワクワク」は期待や楽しみで気分が明るく、快の感情が強いのでvalenceは高めです。同時に胸が高鳴るような活性度があり覚醒水準も高いためarousalも高めに設定します。
06,ワクワク,4,0.85,0.75,「ワクワク」は期待や楽しみが強い前向きな感情で、不快感が少ないためvalenceは高めです。加えて身体的・心理的な興奮や活動性が伴うためarousalも高めになります。
06,ワクワク,5,0.75,0.8,「ワクワク」は期待や楽しみを伴う前向きな感情で快の度合いが高いです。また心拍が上がるような高揚感があり覚醒度も高めです。
06,ワクワク,6,0.78,0.82,「ワクワク」は期待や高揚感を伴うポジティブな感情で、快の度合いが高いです。同時に心拍が上がるような興奮・覚醒が強く、arousalも高めになります。
06,ワクワク,7,0.78,0.72,「ワクワク」は期待感や楽しみが強い前向きな感情で、不快ではなく快に大きく寄ります。また心拍や注意が高まり行動意欲も上がるため覚醒度も高めです。
06,ワクワク,8,0.78,0.72,「ワクワク」は期待や楽しみを伴うポジティブな感情で快の度合いが高い。一方で心拍や注意が高まりやすく、活動的な覚醒状態が強い。
06,ワクワク,9,0.82,0.75,「ワクワク」は期待や楽しみを伴う快の感情で、ポジティブさが強いためvalenceを高めにしました。心拍や注意が高まり行動意欲も増すため、覚醒度（arousal）も高めと判断しました。
06,ワクワク,10,0.78,0.72,「ワクワク」は期待や楽しみを伴うポジティブな感情で、不快感は小さいためvalenceは高めです。同時に胸が高鳴るような興奮・活性化があるためarousalも高めになります。
07,期待が持てる,1,0.62,0.28,「期待が持てる」は将来に対して前向きで安心感を伴うため快（正のvalence）が高めです。一方で興奮よりも穏やかな高揚に近いので、覚醒度（arousal）は中程度よりやや低めと判断しました。
07,期待が持てる,2,0.68,0.32,「期待が持てる」は前向きで快の感情が中心のためvalenceは高め。一方で落ち着いた希望・見通しの良さを含み、興奮や緊張は強くないためarousalは中程度に設定しました。
07,期待が持てる,3,0.65,0.35,「期待が持てる」は前向きな見通しや希望を含むため快（正の感情）が強い一方、興奮というよりは穏やかな高揚なので覚醒度は中程度に留まります。
07,期待が持てる,4,0.65,0.35,「期待が持てる」は将来に対して前向きで快い感情を伴うためvalenceは高めです。一方で、興奮よりも落ち着いた希望に近いことが多く、arousalは中程度にとどまります。
07,期待が持てる,5,0.72,0.34,「期待が持てる」は前向きで希望がある状態を示し、快の度合いが高い。一方で興奮や緊張は強すぎず、穏やかな覚醒として中程度にとどまる。
07,期待が持てる,6,0.62,0.35,「期待が持てる」は将来に対して前向きで安心感のある感情のため快（正のvalence）が高めです。一方で興奮というより穏やかな希望・見通しの良さに近いのでarousalは中程度にとどまります。
07,期待が持てる,7,0.62,0.28,「期待が持てる」は将来に対する前向きな見通しを含み、快の感情が優勢です。一方で興奮というよりは穏やかな希望・安心に近く、覚醒度は中低程度と判断しました。
07,期待が持てる,8,0.72,0.38,「期待が持てる」は将来に対して前向きで快の感情が強いためvalenceは高めです。一方、興奮というよりは穏やかな希望・見通しの良さに近いのでarousalは中程度に設定しました。
07,期待が持てる,9,0.68,0.32,「期待が持てる」は将来に対する前向きさや希望を含むため快（正のvalence）が高めです。一方で落ち着いた期待感で強い興奮ではないことが多く、覚醒度（arousal）は中程度にとどまります。
07,期待が持てる,10,0.72,0.38,「期待が持てる」は将来に対して前向きで希望がある状態を示すため快（高めのvalence）です。一方で落ち着いた楽観に近く、興奮や緊迫は強くないためarousalは中程度に留まります。
08,苛立ち,1,-0.62,0.67,「苛立ち」は不快感や不満が中心の否定的感情であるためvalenceは低めになります。一方で落ち着きのなさや緊張を伴い生理的覚醒が高まりやすいのでarousalは高めです。
08,苛立ち,2,-0.62,0.58,「苛立ち」は不快感や不満が中心のためvalenceは明確にマイナスです。一方で落ち着きのなさや緊張を伴い反応性が高いためarousalはプラス寄りになります。
08,苛立ち,3,-0.62,0.58,「苛立ち」は不快感や否定的評価が強い感情であるためvalenceは低めです。一方で落ち着きのなさ・緊張・衝動性を伴いやすく、覚醒水準は中〜高めになります。
08,苛立ち,4,-0.62,0.58,「苛立ち」は不満や怒りに近い不快感情で、快の方向には向きにくいためvalenceは負寄りです。一方で緊張や落ち着かなさを伴い生理的覚醒が高まりやすいためarousalは正寄りになります。
08,苛立ち,5,-0.68,0.62,苛立ちは不快感や怒りに近い否定的感情であるためvalenceは低めです。一方で落ち着きよりも緊張・興奮を伴いやすく覚醒度は高めになります。
08,苛立ち,6,-0.68,0.63,「苛立ち」は不快感や不満が中心で快ではないためvalenceは負に寄せました。一方で落ち着きのなさや緊張を伴い覚醒度が高いのでarousalは正にしました。
08,苛立ち,7,-0.65,0.55,「苛立ち」は不満や怒りに近い不快感を伴うためvalenceは負に大きめです。一方で落ち着きよりも緊張・高ぶりがあり、覚醒度は中〜高程度になります。
08,苛立ち,8,-0.62,0.58,「苛立ち」は不満や怒りに近い不快感を伴うためvalenceは低めです。一方で落ち着かず緊張や衝動性が高まりやすいのでarousalは高めになります。
08,苛立ち,9,-0.62,0.58,「苛立ち」は不快感や不満が中心の感情で快の要素が少ないためvalenceは低めです。一方で落ち着きにくく緊張・攻撃性が高まりやすい状態なのでarousalは高めになります。
08,苛立ち,10,-0.65,0.7,「苛立ち」は不快感や怒りに近い否定的感情で、状況への不満が強いためvalenceは低めです。一方で緊張や落ち着かなさを伴い行動喚起が高いのでarousalは高めになります。
09,内なる強い怒り,1,-0.78,0.62,「強い怒り」は不快感が強くvalenceは大きくマイナスになりやすい一方、内面で燃えるような緊張・興奮を伴うためarousalは高めになります。ただし「内なる」は外向き爆発よりやや抑制されるため極端な高覚醒までは置きません。
09,内なる強い怒り,2,-0.85,0.75,「内なる強い怒り」は不快感が非常に強く、攻撃性や緊張を伴うためvalenceは大きくマイナスになります。一方で身体的・心理的な興奮や衝動が高まりやすく、arousalは高めになります。
09,内なる強い怒り,3,-0.82,0.74,「内なる強い怒り」は強い不快感・反発を伴うためvalenceは大きく負に寄ります。一方で内面で燃え上がるような緊張や興奮が高く、覚醒度も高いと判断できます。
09,内なる強い怒り,4,-0.78,0.72,「内なる強い怒り」は不快感が強くポジティブさが低いためvalenceは大きくマイナス寄りです。一方で怒りは緊張・興奮を伴いエネルギー水準が高いのでarousalはプラス寄りになります。
09,内なる強い怒り,5,-0.85,0.75,「内なる強い怒り」は強い不快感・敵意を伴うためvalenceは大きくマイナスになります。一方で怒りは生理的覚醒や緊張を高めやすく、強い怒りは特に覚醒度が高いと判断できます。
09,内なる強い怒り,6,-0.78,0.72,「内なる強い怒り」は不快感が強く、快より大きく負の感情価が高いと考えられます。一方で怒りは生理的・心理的な活性化を伴いやすく、内に秘めていても覚醒度は高めになります。
09,内なる強い怒り,7,-0.82,0.72,「内なる強い怒り」は強い不快感・反発を伴うためvalenceは大きく負になります。一方で“強い怒り”は心拍や緊張が高まりやすく、内面に抑え込まれていても覚醒度は高いためarousalは正に寄せます。
09,内なる強い怒り,8,-0.85,0.75,「内なる強い怒り」は強い不快感・反発を伴うため快-不快軸では大きく負（valence低）。一方で怒りは心身の緊張や闘争準備を高める高覚醒の感情であり、強いほどarousalが高くなる。
09,内なる強い怒り,9,-0.78,0.72,「内なる強い怒り」は強い不快感・反発を伴うためvalenceは大きく負になります。一方で怒りは生理的・心理的な活性化が高く、強い怒りほど覚醒度が上がるためarousalは高めに設定します。
09,内なる強い怒り,10,-0.78,0.74,「強い怒り」は強い不快感・敵意を伴うためvalenceは大きく負に寄ります。一方で内面で燃え続ける怒りは生理的・心理的な緊張や活動性が高く、arousalは高めになります。
10,強い怒り,1,-0.85,0.9,強い怒りは非常に不快な感情で、他者への攻撃性やフラストレーションを伴うためvalenceは大きく負になります。また心拍上昇や緊張など生理的覚醒が強く、行動衝動も高いのでarousalは高くなります。
10,強い怒り,2,-0.85,0.9,「強い怒り」は強い不快感・敵意を伴うためvalenceは大きく負になります。一方で身体的・心理的な興奮や衝動性が高くなるためarousalは高めになります。
10,強い怒り,3,-0.85,0.9,「強い怒り」は不快感が非常に強く、他者への攻撃性や苛立ちを伴うためvalenceは大きく負になります。また心拍上昇や緊張など生理的覚醒が高く、行動化しやすいのでarousalは高めになります。
10,強い怒り,4,-0.85,0.85,強い怒りは強い不快感・敵意を伴うためvalenceは大きく負に寄ります。一方で身体的・心理的な興奮や衝動性が高くなるためarousalは高い正に寄ります。
10,強い怒り,5,-0.88,0.85,強い怒りは不快感や敵意が非常に強いためvalenceは大きくマイナスになります。一方で交感神経の活性化や衝動性が高く、行動準備状態になるためarousalは高めです。
10,強い怒り,6,-0.85,0.9,強い怒りは強い不快感・敵意を伴うためvalenceは大きく負になります。また生理的興奮や衝動性が高く、覚醒水準が高いためarousalは高い正の値になります。
10,強い怒り,7,-0.85,0.85,強い怒りは不快感が非常に強く、攻撃性やフラストレーションを伴うためvalenceは大きくマイナスになります。一方で心拍や緊張が高まり行動準備が促進されるためarousalは高くなります。
10,強い怒り,8,-0.85,0.9,強い怒りは不快感が非常に強く、否定的評価が中心となるためvalenceは大きくマイナスになります。一方で攻撃・対処行動を促す高い生理的覚醒を伴うためarousalは高めになります。
10,強い怒り,9,-0.85,0.9,「強い怒り」は強い不快感・敵意を伴うためvalenceは大きく負に寄ります。一方で心拍上昇や衝動性など生理的覚醒が高く、arousalは高い正の値になります。
10,強い怒り,10,-0.85,0.9,強い怒りは強い不快感・拒否感を伴うためvalenceは大きく負に寄ります。一方で身体的・心理的な興奮や衝動性が高まりやすく、覚醒度は高いと考えられます。
11,激しい怒り,1,-0.9,0.92,激しい怒りは強い不快感・敵意を伴うためvalenceは大きく負になります。一方で生理的覚醒や衝動性が高くエネルギーが増大するためarousalは高く正になります。
11,激しい怒り,2,-0.9,0.9,激しい怒りは強い不快感や敵意を伴うためvalenceは大きく負になります。一方で身体的・心理的な興奮が高く、行動衝動も強いためarousalは高い正になります。
11,激しい怒り,3,-0.92,0.88,「激しい怒り」は強い不快感・攻撃性を伴うためvalenceは大きく負に寄ります。また身体的・心理的覚醒が非常に高く衝動性も増すためarousalは高めになります。
11,激しい怒り,4,-0.85,0.9,激しい怒りは強い不快感・敵意を伴うためvalenceは大きく負です。一方で生理的覚醒や衝動性が高く、行動を促す感情なのでarousalは高く正になります。
11,激しい怒り,5,-0.92,0.9,「激しい怒り」は強い不快感を伴う否定的情動であり、快-不快軸では大きく不快側に位置づくためvalenceを低くしました。同時に身体的・心理的な興奮や衝動性が高く覚醒水準が非常に高いのでarousalを高めに設定しました。
11,激しい怒り,6,-0.85,0.9,「激しい怒り」は強い不快感・敵意を伴うためvalenceは大きく負に寄ります。一方で生理的興奮や衝動性が高く、覚醒度が非常に高い状態なのでarousalは正に大きいです。
11,激しい怒り,7,-0.902,0.88,激しい怒りは強い不快感と対立・攻撃性を伴うためvalenceは大きく負に寄ります。また身体的興奮や衝動性が高く、覚醒水準が非常に高い感情です。
11,激しい怒り,8,-0.9,0.9,激しい怒りは強い不快感・敵意を伴うためvalenceは大きく負に寄ります。一方で身体的緊張や衝動性が高く覚醒度が非常に高いためarousalは大きく正になります。
11,激しい怒り,9,-0.903,0.89,「激しい怒り」は強い不快感・敵意を伴うためvalenceは大きく負に寄ります。一方で身体的・心理的な興奮や緊張が高く、行動化しやすい高覚醒状態なのでarousalは高く正になります。
11,激しい怒り,10,-0.88,0.92,「激しい怒り」は強い不快感・反発を伴うためvalenceは大きく負に寄ります。また心拍上昇や衝動性など生理的覚醒が高い状態のためarousalは高めになります。
12,疲れた,1,-0.45,-0.35,「疲れた」はエネルギー低下や負担感を伴い、一般に不快寄りの感情として評価されやすいです。また活動性が下がり、覚醒度も低めになるためarousalは低めに設定します。
12,疲れた,2,-0.45,-0.35,「疲れた」はエネルギー低下やだるさを伴い、快より不快寄りになりやすい。活動性も下がるため覚醒度は低め（マイナス）と判断した。
12,疲れた,3,-0.45,-0.55,「疲れた」は身体的・精神的な消耗を示し、快より不快寄りになりやすい。活動性やエネルギーが低下している状態なので覚醒度も低めと判断した。
12,疲れた,4,-0.45,-0.55,「疲れた」は不快寄りの感情で、エネルギー低下や消耗感を伴うためvalenceはマイナスになります。興奮や活動性は低く、むしろ眠気・倦怠感が強いのでarousalも低めに設定します。
12,疲れた,5,-0.45,-0.35,「疲れた」は不快寄りの感情で、気分は下がりやすいためvalenceはマイナス。活動性・覚醒度も低下しやすい状態なのでarousalもやや低めに設定しました。
12,疲れた,6,-0.45,-0.55,「疲れた」は身体的・精神的な消耗感を伴い、不快寄りの感情として評価されやすいです。またエネルギー低下やだるさが中心で、覚醒度は低めになります。
12,疲れた,7,-0.45,-0.35,「疲れた」は身体的・精神的な消耗による不快感が中心で、快より不快に寄るためvalenceは負になります。また活動性や覚醒度が下がり休息志向になるため、arousalはやや低めになります。
12,疲れた,8,-0.55,-0.35,「疲れた」は心身の消耗を示し、快より不快寄りになりやすい一方、興奮や緊張は低下している状態が多いため覚醒度は低めと判断しました。強い抑うつよりは日常的な倦怠感の範囲を想定しています。
12,疲れた,9,-0.45,-0.55,「疲れた」は身体的・精神的な消耗による不快感が中心で、快より不快に傾きます。またエネルギー低下やだるさを伴い、覚醒度は低めになります。
12,疲れた,10,-0.45,-0.35,「疲れた」は身体的・精神的な消耗により不快感が出やすく、快ではないためvalenceは負寄り。活動性やエネルギーが低下した状態を示すのでarousalはやや低めになります。
13,疲れ果てた,1,-0.72,-0.35,「疲れ果てた」は強い消耗感・不快感を伴うためvalenceは大きくマイナスになります。一方でエネルギーが低下し活動性が落ちた状態なのでarousalはやや低め（マイナス）と判断します。
13,疲れ果てた,2,-0.65,-0.35,「疲れ果てた」は強い消耗感・不快感を伴うためvalenceは低めです。一方で活動性や緊張は下がりやすく、だるさ・無力感が中心なのでarousalはやや低めと判断しました。
13,疲れ果てた,3,-0.65,-0.40001,「疲れ果てた」は強い消耗感や不快感を伴うためvalenceはかなり低い。一方でエネルギーが枯渇しており興奮・覚醒水準は低めと判断できる。
13,疲れ果てた,4,-0.75,-0.4000000000000002,「疲れ果てた」は強い消耗感・不快感を伴うため快‐不快軸ではかなり不快寄りになります。一方で活動エネルギーが低下した状態なので覚醒度は低め（非覚醒寄り）と判断します。
13,疲れ果てた,5,-0.75,-0.35,「疲れ果てた」は心身の消耗による不快感が強く、快より大きくマイナスの感情です。一方でエネルギーが枯渇しており、緊張や興奮は低めなので覚醒度はやや低いと判断しました。
13,疲れ果てた,6,-0.7000000000000001,-0.5,「疲れ果てた」は強い消耗感や不快感を伴い、快より不快が優勢です。またエネルギーが枯渇していて活動性が低いため、覚醒度は低めになります。
13,疲れ果てた,7,-0.74,-0.38,「疲れ果てた」は強い消耗感や不快感を伴い、気分は明確にネガティブ寄りです。一方でエネルギーが枯渇しており、興奮や緊張は低く覚醒度は低めになります。
13,疲れ果てた,8,-0.65,-0.35,「疲れ果てた」は強い消耗感や不快感を伴うため快適さは低く、valenceは負に寄ります。一方でエネルギーが枯渇して動きが鈍る状態を含むので覚醒度は低め（ただし苦しさで中程度になる場合もある）と判断しました。
13,疲れ果てた,9,-0.78,-0.55,「疲れ果てた」は強い消耗感・不快感を伴うためvalenceは大きくマイナスになります。一方でエネルギーが枯渇し活動性が低い状態なのでarousalは低め（マイナス）と判断します。
